IdPoliza,cvePoliza,FechaEmision,IdConfiguracion,IdEmpresa,IdAgente,NumGarantia,MontoAfianzado,MontoRetenido,MontoCubierto,TipoUltimoEstado,UltimoEstado,FechaAviso,FechaFinVig
658,DFR001014489000,2019-10-07,44417,420,7,1,300000,300000,300000,Sin leyenda,2019-09-30,2019-12-31,NULL
659,DFR001014491000,2019-10-09,32348,605,75,0,2991404.16,2991404.16,2991404.16,Con leyenda,NULL,NULL,2020-09-03
660,DFR001014494000,2019-10-10,32347,324,7,1,122743.54,122743.54,122743.54,Con leyenda,2019-06-30,2020-05-29,NULL
661,DFR001014495000,2019-10-11,31336,258,7,1,1010477.68,1010477.68,1010477.68,Con leyenda,2019-04-30,2020-04-30,NULL
662,DFR001014496000,2019-10-14,33309,420,7,1,848279.6,848279.6,848279.6,Sin leyenda,2019-09-30,2019-12-31,NULL
663,DFR001014497000,2019-10-16,32348,745,7,1,42165.83,42165.83,42165.83,Sin leyenda,2019-08-31,2019-07-31,NULL
664,DFR001014498000,2019-10-16,32348,745,7,1,145365.34,145365.34,145365.34,Sin leyenda,2019-08-31,2019-07-31,NULL
665,DFR001014499000,2019-10-18,31339,133,7,1,200000,200000,200000,Con leyenda,2019-04-30,2020-04-30,NULL
666,DFR001014500000,2019-10-21,33309,930,7,1,126650.51,126650.51,126650.51,Sin leyenda,2020-03-31,2020-02-05,NULL
667,DFR001014501000,2019-10-22,31336,953,7,0,101531.46,101531.46,101531.46,Con leyenda,NULL,NULL,2020-10-16
668,DFR001014502000,2019-10-22,33309,930,7,1,126650.51,126650.51,126650.51,Sin leyenda,2020-03-31,2020-02-05,NULL
669,DFR001014503000,2019-10-23,22213,212,7,1,57704.16,57704.16,57704.16,Con leyenda,2019-09-30,2019-08-01,NULL
670,DFR001014504000,2019-10-23,44417,717,7,1,490870.8,490870.8,490870.8,Con leyenda,2019-03-31,2019-06-30,NULL
671,DFR001014505000,2019-10-25,31336,215,38,1,13400000,13400000,13400000,Con leyenda,2019-12-31,2019-10-01,NULL
672,DFR001014510000,2019-11-01,41418,315,97,1,12000000,1693729.32,12000000,Con leyenda,2020-04-30,NULL,NULL
673,DFR001014511000,2019-11-04,32353,324,7,1,317440.2,317440.2,317440.2,Con leyenda,2019-06-30,2020-05-29,NULL
674,DFR001014512000,2019-11-05,32349,404,7,0,982707,982707,982707,Con leyenda,NULL,NULL,2020-10-02
675,DFR001014513000,2019-11-05,22216,930,7,1,450097.25,450097.25,450097.25,Sin leyenda,2020-03-31,2020-05-29,NULL
676,DFR001014514000,2019-11-07,31335,244,7,0,1141553.56,1141553.56,1141553.56,Con leyenda,NULL,NULL,2020-08-25
677,DFR001014515000,2019-11-07,31334,244,7,0,386441.35,386441.35,386441.35,Con leyenda,NULL,NULL,2020-08-19
678,DFR001014516000,2019-11-07,31335,774,7,1,16386652.01,16386652.01,16386652.01,Con leyenda,2019-09-30,2019-10-31,NULL
679,DFR001014517000,2019-11-07,31334,774,7,1,4681900.56,4681900.56,4681900.56,Con leyenda,2019-09-30,2019-10-31,NULL
680,DFR001014518000,2019-11-07,31338,774,7,1,4681900.56,4681900.56,4681900.56,Con leyenda,2019-09-30,2019-10-31,NULL
681,DFR001014519000,2019-11-08,32348,768,7,0,17488.16,17488.16,17488.16,Con leyenda,NULL,NULL,2020-11-05
682,DFR001014520000,2019-11-11,41418,76,7,1,12000000,1693729.32,12000000,Con leyenda,2019-07-31,NULL,2020-08-27
683,DFR001014521000,2019-11-12,32348,420,7,1,5786881.05,5786881.05,5786881.05,Sin leyenda,2019-09-30,2019-12-31,NULL
684,DFR001014522000,2019-11-15,41418,217,103,0,2500000,1693729.33,2500000,Con leyenda,NULL,NULL,2020-11-13
685,DFR001014523000,2019-11-19,41418,309,99,1,5100000,1693729.33,5100000,Con leyenda,2019-09-30,2019-09-30,2020-11-12
686,DFR001014524000,2019-11-22,32348,324,7,1,42329.36,42329.36,42329.36,Con leyenda,2019-06-30,2020-05-29,NULL
687,DFR001014525000,2019-11-26,31336,410,102,1,5613029.2,5613029.2,5613029.2,Con leyenda,2019-07-31,2018-08-01,NULL
688,DFR001014526000,2019-11-26,42401,420,7,1,2900000,1693729.32,2900000,Sin leyenda,2019-09-30,2019-12-31,NULL
689,DFR001014527000,2019-11-26,32348,745,7,1,42165.83,42165.83,42165.83,Sin leyenda,2019-08-31,2019-07-31,NULL
690,DFR001014529000,2019-11-29,31336,258,7,1,124063.92,124063.92,124063.92,Con leyenda,2019-04-30,2020-04-30,NULL
691,DFR001014530000,2019-11-29,32353,324,7,1,58330,58330,58330,Con leyenda,2019-06-30,2020-05-29,NULL
692,DFR001014531000,2019-11-29,32353,324,7,1,41767.6,41767.6,41767.6,Con leyenda,2019-06-30,2020-05-29,NULL
693,DFR001014532000,2019-12-02,32353,324,7,1,26337.92,26337.92,26337.92,Con leyenda,2019-06-30,2020-05-29,NULL
694,DFR001014533000,2019-12-02,33309,126,7,1,38605685.7,16937293.27,38605685.7,Sin leyenda,2019-09-30,2019-11-30,NULL
695,DFR001014534000,2019-12-04,31336,204,7,0,1826831.69,1826831.69,1826831.69,Con leyenda,NULL,NULL,2020-04-23
696,DFR001014540000,2019-12-05,32353,745,7,1,42288.33,42288.33,42288.33,Sin leyenda,2019-08-31,2019-07-31,NULL
697,DFR001014541000,2019-12-05,32353,324,7,1,444809.25,444809.25,444809.25,Con leyenda,2019-06-30,2020-05-29,NULL
698,DFR001014542000,2019-12-06,22216,930,7,1,10000,10000,10000,Sin leyenda,2020-03-31,2020-02-05,NULL
699,DFR001014544000,2019-12-12,22216,930,7,1,12572.63,12572.63,12572.63,Sin leyenda,2020-03-31,2020-02-05,NULL
700,DFR001014545000,2019-12-12,31336,835,7,0,672042.76,672042.76,672042.76,Con leyenda,NULL,NULL,2020-04-11
701,DFR001014546000,2019-12-12,31336,835,7,0,539254.73,539254.73,539254.73,Con leyenda,NULL,NULL,2020-04-11
702,DFR001014547000,2019-12-13,31336,524,7,0,2635572.43,2635572.43,2635572.43,Con leyenda,NULL,NULL,2020-04-09
703,DFR001014548000,2019-12-16,35317,398,7,1,265830.14,265830.14,265830.14,Con leyenda,2019-12-31,2019-12-31,NULL
704,DFR001014549000,2019-12-17,11103,4,14,0,85260.19,85260.19,85260.19,No Actualizado,NULL,NULL,NULL
705,DFR001014550000,2019-12-18,31335,165,98,0,49400,49400,49400,Con leyenda,NULL,NULL,2020-11-11
706,DFR001014551000,2019-12-18,31334,165,98,0,8517.24,8517.24,8517.24,Con leyenda,NULL,NULL,2020-11-11
707,DFR001014552000,2019-12-18,31336,835,7,0,199264.58,199264.58,199264.58,Con leyenda,NULL,NULL,2020-04-11
708,DFR001014553000,2019-12-18,31336,835,7,0,50362.97,50362.97,50362.97,Con leyenda,NULL,NULL,2020-04-11
709,DFR001014554000,2019-12-18,31336,835,7,0,274914.15,274914.15,274914.15,Con leyenda,NULL,NULL,2020-04-11
710,DFR001014555000,2019-12-18,31336,835,7,0,66994.18,66994.18,66994.18,Con leyenda,NULL,NULL,2020-04-11
711,DFR001014556000,2019-12-18,31336,835,7,0,370941.78,370941.78,370941.78,Con leyenda,NULL,NULL,2020-04-11
712,DFR001014557000,2019-12-23,32353,947,38,1,11311181.63,11311181.63,11311181.63,Con leyenda,2019-12-31,2019-12-02,NULL
713,DFR001014558000,2019-12-23,32349,947,38,1,19681456.02,2782957.96,19681456.02,Con leyenda,2019-12-31,2019-12-02,NULL
714,DFR001014559000,2019-12-24,22216,930,7,1,18026,18026,18026,Sin leyenda,2020-03-31,2020-02-05,NULL
715,DFR001014560000,2019-12-26,32353,573,7,0,11100,11100,11100,No Actualizado,NULL,NULL,2020-12-18
716,DFR001014561000,2019-12-26,32353,573,7,0,15480,15480,15480,No Actualizado,NULL,NULL,2020-12-18
717,DFR001014563000,2020-01-06,32348,205,7,1,115362,115362,115362,Auditada o dictaminada,2019-06-30,2019-12-31,NULL
718,DFR001014564000,2020-01-08,12110,475,76,0,1000000,1000000,1000000,No Actualizado,NULL,NULL,NULL
719,DFR001014565000,2020-01-09,32348,745,7,1,167978.33,167978.33,167978.33,Sin leyenda,2019-08-31,2019-07-31,NULL
720,DFR001014566000,2020-01-10,33309,522,7,1,2112250,2112250,2112250,Auditada o dictaminada,2018-12-31,2020-02-28,NULL
721,DFR001014567000,2020-01-13,31336,743,54,0,17356382,16552719.51,17356382,Con leyenda,NULL,NULL,2020-09-18
722,DFR001014568000,2020-01-14,31336,479,7,0,166091.61,166091.61,166091.61,Con leyenda,NULL,NULL,2020-08-18
723,DFR001014569000,2020-01-15,32348,495,7,1,8928,8928,8928,Con leyenda,2019-06-30,2019-12-31,NULL
724,DFR001014570000,2020-01-22,33309,81,26,0,1352135.07,1352135.07,1352135.07,No Actualizado,NULL,NULL,NULL
725,DFR001014571000,2020-01-29,31335,604,103,1,22457745.9,16552719.51,22457745.9,Con leyenda,2019-07-31,NULL,2020-09-01
726,DFR001014572000,2020-01-29,31336,544,7,1,269657.08,269657.08,269657.08,Con leyenda,2020-01-31,NULL,NULL
727,DFR001014573000,2020-01-29,31336,544,7,1,481894.61,481894.61,481894.61,Con leyenda,2020-01-31,NULL,NULL
728,DFR001014574000,2020-01-31,42401,325,7,0,1901040,1655271.95,0,Auditada o dictaminada,NULL,NULL,NULL
729,DFR001014575000,2020-01-31,31336,128,7,1,350826.94,350826.94,350826.94,Con leyenda,2019-11-30,2019-07-31,NULL
730,DFR001014576000,2020-01-31,31336,128,7,1,930000,930000,930000,Con leyenda,2019-11-30,2019-07-31,NULL
731,DFR001014577000,2020-02-10,32349,471,98,0,11533682.33,11533682.33,11533682.33,Con leyenda,NULL,NULL,2020-04-02
732,DFR001014578000,2020-02-11,11103,599,75,0,50000,50000,50000,No Actualizado,NULL,NULL,NULL
733,DFR001014579000,2020-02-11,11103,677,75,0,50000,50000,50000,No Actualizado,NULL,NULL,NULL
734,DFR001014580000,2020-02-11,11103,671,75,0,50000,50000,50000,No Actualizado,NULL,NULL,NULL
735,DFR001014581000,2020-02-11,12110,320,83,0,750000,750000,750000,Con leyenda,NULL,NULL,NULL
736,DFR001014582000,2020-02-12,31336,144,7,0,120579.04,120579.04,120579.04,Con leyenda,NULL,NULL,2021-02-11
737,DFR001014583000,2020-02-20,32349,89,7,0,521000,521000,521000,Con leyenda,NULL,NULL,2021-01-09
738,DFR001014584000,2020-02-21,32348,800,7,0,3750,3750,3750,No Actualizado,NULL,NULL,2021-02-19
739,DFR001014585000,2020-02-21,32348,93,7,1,27560.9,27560.9,27560.9,Con leyenda,2019-11-30,NULL,NULL
740,DFR001014588000,2020-03-04,33309,240,92,3,23250761.86,16552719.51,23250761.86,Con leyenda,2019-12-31,2018-08-01,NULL
741,DFR001014589000,2020-03-04,44417,741,7,1,166785.16,166785.16,166785.16,Con leyenda,2020-02-29,2019-11-30,NULL
742,DFR001014590000,2020-03-04,22213,325,7,0,4421383.32,4421383.32,0,Auditada o dictaminada,NULL,NULL,NULL
743,DFR001014592000,2020-03-05,32348,93,7,1,7303.8,7303.8,7303.8,Con leyenda,2019-11-30,NULL,NULL
744,DFR001014594000,2020-03-05,31334,544,7,1,284995,284995,284995,Con leyenda,2020-01-31,NULL,NULL
745,DFR001014597000,2020-03-06,32353,542,7,2,213685.1,213685.1,213685.1,Con leyenda,2019-12-31,2020-05-29,NULL
746,DFR001014598000,2020-03-09,35321,184,7,33,100000,100000,100000,Auditada o dictaminada,2005-12-31,2020-05-29,NULL
747,DFR001014599000,2020-03-10,22213,287,7,0,40000,40000,0,Sin leyenda,NULL,NULL,NULL
748,DFR001014600000,2020-03-10,32348,20,7,0,270000,270000,270000,Con leyenda,NULL,NULL,2021-03-05
749,DFR001014601000,2020-03-12,32348,744,7,0,81586.36,81586.36,81586.36,Con leyenda,NULL,NULL,2021-04-29
750,DFR001014602000,2020-03-12,32348,744,7,0,137024.83,137024.83,137024.83,Con leyenda,NULL,NULL,2021-04-29
751,DFR001014603000,2020-03-12,31336,128,7,1,1217455.65,1217455.65,1217455.65,Con leyenda,2019-11-30,2019-07-31,NULL
752,DFR001014604000,2020-03-12,31336,128,7,1,186678.8,186678.8,186678.8,Con leyenda,2019-11-30,2019-07-31,NULL
753,DFR001014605000,2020-03-18,32348,290,7,0,447003.51,447003.51,447003.51,Con leyenda,NULL,NULL,2021-03-18
754,DFR001014606000,2020-03-24,31336,390,98,0,10860881,10860881,10860881,Con leyenda,NULL,NULL,2021-03-04
755,DFR001014607000,2020-03-25,31336,720,7,0,110263.94,110263.94,110263.94,Con leyenda,NULL,NULL,2020-08-08
756,DFR001014608000,2020-03-27,12111,191,7,0,1000000,1000000,1000000,No Actualizado,NULL,NULL,NULL
757,DFR001014609000,2020-04-03,32349,832,7,1,2249013.79,2249013.79,2249013.79,Con leyenda,2019-12-31,2019-12-31,NULL
758,DFR001014610000,2020-04-14,42401,325,7,0,804020,804020,0,Auditada o dictaminada,NULL,NULL,NULL
759,DFR001014611000,2020-04-15,42401,325,7,0,338579,338579,0,Auditada o dictaminada,NULL,NULL,NULL
760,DFR001014612000,2020-04-24,31336,62,7,1,660489.12,660489.12,660489.12,Con leyenda,2019-12-31,2016-06-01,NULL
761,DFR001014614000,2020-04-28,32348,205,7,1,300000,300000,300000,Auditada o dictaminada,2019-06-30,2019-12-31,NULL
762,DFR001014615000,2020-04-29,34326,325,7,0,797725,797725,0,Auditada o dictaminada,NULL,NULL,NULL
763,DFR001014616000,2020-04-30,32349,538,7,0,1620753.75,1620753.75,1620753.75,Con leyenda,NULL,NULL,2021-03-11
764,DFR001014617000,2020-04-30,44417,741,7,1,3500000,1655271.94,3500000,Con leyenda,2020-02-29,2019-11-30,NULL
765,DFR001014618000,2020-04-30,31336,128,7,1,1579487.47,1579487.47,1579487.47,Con leyenda,2019-11-30,2019-07-31,NULL
766,DFR001014619000,2020-05-04,32348,726,7,2,59156.9,59156.9,59156.9,Con leyenda,2019-12-31,2020-03-02,NULL
767,DFR001014620000,2020-05-06,32348,93,7,1,2280.6,2280.6,2280.6,Con leyenda,2019-11-30,NULL,NULL
768,DFR001014621000,2020-05-08,32353,542,7,2,29787,29787,29787,Con leyenda,2019-12-31,2020-05-29,NULL
769,DFR001014622000,2020-05-12,31336,426,7,1,108308.39,108308.39,108308.39,Con leyenda,2020-01-31,NULL,NULL
770,DFR001014623000,2020-05-15,32350,756,7,1,3889865.19,3889865.19,3889865.19,Sin leyenda,2020-03-31,NULL,NULL
771,DFR001014624000,2020-05-18,32348,726,7,2,32902.59,32902.59,32902.59,Con leyenda,2019-12-31,2020-03-02,NULL
772,DFR001014625000,2020-05-19,32348,542,7,2,47411.69,47411.69,47411.69,Con leyenda,2019-12-31,2020-05-29,NULL
773,DFR001014626000,2020-05-28,32348,726,7,2,93512.84,93512.84,93512.84,Con leyenda,2019-12-31,2020-03-02,NULL
774,DFR001014627000,2020-05-28,12111,846,7,0,100000,100000,100000,Con leyenda,NULL,NULL,NULL
775,DFR001200500000,1998-02-12,41408,329,7,1,1,1,1,Con leyenda,2016-07-31,2019-07-31,NULL
776,DFR001200500108,2020-01-14,41408,682,80,3,2000000,1655271.95,2000000,Con leyenda,2019-11-30,2018-12-31,NULL
777,DFR001300100000,2003-01-27,41407,718,7,2,1,1,1,Con leyenda,2016-07-30,2019-07-31,NULL
778,DFR001300100184,2019-08-14,41407,247,19,1,17500000,1693729.32,17500000,Con leyenda,2019-04-30,2019-06-30,2020-08-01
779,DFR001300100185,2019-09-17,41407,247,16,1,20000000,1693729.33,20000000,Con leyenda,2019-04-30,2019-06-30,2020-08-04
780,DFR001300100186,2020-01-14,41407,682,80,3,1500000,1500000,1500000,Con leyenda,2019-11-30,2018-12-31,NULL
781,DFR001300100187,2020-01-21,41407,646,7,1,1090656,1090656,1090656,Sin leyenda c/ Dict. Anual,2019-09-30,2019-05-02,NULL
782,DFR001400000000,1998-07-13,31334,337,7,0,0.01,0.01,0,No Actualizado,NULL,NULL,NULL
783,DFR001405000000,1998-07-30,32348,337,7,0,0.01,0.01,0,No Actualizado,NULL,NULL,NULL
784,DFR001405000458,2016-10-25,31336,722,7,0,68861.1,68861.1,68861.1,No Actualizado,NULL,NULL,2017-12-07
785,DFR001405000463,2017-09-18,31336,308,21,1,175870.18,175870.18,175870.18,Con leyenda,2016-12-31,2019-11-30,NULL
786,DFR001405000464,2017-09-18,31336,308,21,1,134995.57,134995.57,134995.57,Con leyenda,2016-12-31,2019-11-30,NULL
787,DFR001405000465,2018-01-17,35321,69,28,1,999120,999120,999120,Con leyenda,2019-11-30,2020-01-02,NULL
788,DFR001405000467,2019-03-22,32348,714,21,3,142000,142000,142000,Con leyenda,2019-12-31,2019-12-02,NULL
789,DFR001405000468,2019-03-22,32350,714,21,3,71000,71000,71000,Con leyenda,2019-12-31,2019-12-02,NULL
790,DFR001405000469,2019-06-14,35367,567,28,2,44180,44180,44180,Con leyenda,2019-07-31,2020-04-01,NULL
791,DFR001405000470,2019-08-19,32348,248,21,1,232574.6,232574.6,232574.6,Con leyenda,2019-10-31,2019-08-31,NULL
792,DFR001405000471,2019-12-19,32348,908,28,1,11956.89,11956.89,11956.89,Con leyenda,2019-03-31,2019-08-01,NULL
793,DFR001405000472,2020-01-13,32348,908,28,1,9000,9000,9000,Con leyenda,2019-03-31,2019-08-01,NULL
794,DFR001405000473,2020-04-15,32348,714,21,3,79586.8,79586.8,79586.8,Con leyenda,2019-12-31,2019-12-02,NULL
795,DFR001410000000,2019-08-05,33371,337,7,0,0.01,0.01,0,No Actualizado,NULL,NULL,NULL
796,DFR001415000000,2019-08-05,35367,337,7,0,0.01,0.01,0,No Actualizado,NULL,NULL,NULL
797,DFR001500000000,1999-12-24,41406,738,7,0,0.01,0.01,0.01,No Actualizado,NULL,NULL,2004-01-01
798,DFR001500002354,2018-11-01,41406,19,96,0,1800000,1658307.52,1800000,Sin leyenda,NULL,NULL,2019-10-03
799,DFR001500002365,2019-01-09,41406,895,97,0,3333333.33,1636884.53,3333333.33,Con leyenda,NULL,NULL,2019-11-06
800,DFR001500002366,2019-01-09,41406,312,97,0,3333333.33,1636884.53,3333333.33,Con leyenda,NULL,NULL,2019-12-25
801,DFR001500002370,2019-01-11,41406,660,28,0,2400000,1636884.54,2400000,Con leyenda,NULL,NULL,2020-11-11
802,DFR001500002373,2019-01-16,41406,224,48,2,16161616.16,1636884.53,16161616.16,Con leyenda,2019-12-31,2019-10-31,2021-01-15
803,DFR001500002374,2019-01-16,41406,316,48,0,2222222.22,1636884.53,2222222.22,Con leyenda,NULL,NULL,2021-01-15
804,DFR001500002375,2019-01-16,41406,219,48,1,11111111.11,1636884.54,11111111.11,Con leyenda,2018-10-31,2019-10-31,2021-01-15
805,DFR001500002379,2019-01-23,41406,409,50,0,1111111.11,1111111.11,1111111.11,Con leyenda,NULL,NULL,2020-01-13
806,DFR001500002381,2019-01-24,41406,6,7,1,1300000,1300000,1300000,Con leyenda,2018-11-30,2020-05-29,NULL
807,DFR001500002383,2019-01-25,41406,163,86,0,2500000,1636884.54,2500000,Con leyenda,NULL,NULL,2020-01-16
808,DFR001500002401,2019-01-28,41406,586,87,0,4444445,1636884.53,4444445,Con leyenda,NULL,NULL,2021-02-20
809,DFR001500002407,2019-01-29,41406,837,52,0,850000,850000,850000,Con leyenda,NULL,NULL,2020-01-21
810,DFR001500002410,2019-01-29,41406,891,26,1,4500000,1636884.54,4500000,Con leyenda,2020-02-29,2018-09-30,NULL
811,DFR001500002411,2019-01-29,41406,849,92,0,1500000,1500000,1500000,Con leyenda,NULL,NULL,2021-01-02
812,DFR001500002412,2019-01-29,41406,903,11,1,3000000,1636884.54,3000000,Con leyenda,2018-11-30,2019-12-31,2020-01-07
813,DFR001500002413,2019-01-29,41406,902,11,1,2200000,1636884.54,2200000,Con leyenda,2018-11-30,2019-12-31,NULL
814,DFR001500002414,2019-01-29,41406,175,96,0,2000000,1636884.54,2000000,Con leyenda,NULL,NULL,2020-01-16
815,DFR001500002415,2019-01-29,41406,174,96,0,1540000,1540000,1540000,Con leyenda,NULL,NULL,2020-01-16
816,DFR001500002416,2019-01-29,41406,174,96,0,1650000,1636884.54,1650000,Con leyenda,NULL,NULL,2020-01-16
817,DFR001500002417,2019-01-29,41406,174,96,0,3432000,1636884.54,3432000,Con leyenda,NULL,NULL,2020-01-16
818,DFR001500002418,2019-01-30,41406,114,97,0,3000000,1636884.54,3000000,Con leyenda,NULL,NULL,2020-01-14
819,DFR001500002419,2019-01-30,41406,612,50,0,244444.44,244444.44,244444.44,Con leyenda,NULL,NULL,2021-01-16
820,DFR001500002420,2019-01-30,41406,250,28,1,2750000,1636884.54,2750000,Con leyenda,2019-07-31,2019-07-31,2020-11-24
821,DFR001500002421,2019-01-30,41406,285,28,2,2000000,1636884.54,2000000,Con leyenda,2019-07-31,2019-07-31,2020-11-24
822,DFR001500002422,2019-01-30,41406,527,28,14,3500000,1636884.54,3500000,Con leyenda,2019-07-31,2019-07-31,NULL
823,DFR001500002423,2019-01-30,41406,812,28,1,3500000,1636884.54,3500000,Con leyenda,2019-07-31,2019-12-31,NULL
824,DFR001500002424,2019-01-30,41406,862,28,1,1500000,1500000,1500000,Con leyenda,2019-07-31,2019-07-31,2020-11-24
825,DFR001500002425,2019-01-30,41406,873,28,1,2000000,1636884.54,2000000,Con leyenda,2019-07-31,2019-07-31,2020-11-24
826,DFR001500002426,2019-01-30,41406,842,28,2,2000000,1636884.54,2000000,Con leyenda,2019-07-31,2019-01-31,NULL
827,DFR001500002427,2019-01-30,41406,915,28,2,1800000,1636884.54,1800000,Con leyenda,2019-07-31,2019-07-31,2020-11-24
828,DFR001500002428,2019-01-30,41406,323,28,1,2000000,1636884.54,2000000,Con leyenda,2019-07-31,2019-07-31,2020-11-24
829,DFR001500002429,2019-01-30,41406,321,28,1,3300000,1636884.54,3300000,Sin leyenda,2018-12-31,2019-07-31,NULL
830,DFR001500002430,2019-01-30,41406,433,28,1,1900000,1636884.54,1900000,Con leyenda,2019-07-31,2019-07-31,2020-11-24
831,DFR001500002431,2019-01-30,41406,698,28,0,3000000,1636884.54,3000000,Sin leyenda c/ Dict. Anual,NULL,NULL,2020-11-24
832,DFR001500002432,2019-01-30,41406,868,28,1,1200000,1200000,1200000,Con leyenda,2019-07-31,2019-12-31,2020-11-24
833,DFR001500002433,2019-01-30,41406,868,28,1,1400000,1400000,1400000,Con leyenda,2019-07-31,2019-12-31,NULL
834,DFR001500002434,2019-01-30,41406,885,28,1,1360000,1360000,1360000,Con leyenda,2019-07-31,2019-07-31,NULL
835,DFR001500002435,2019-01-30,41406,892,28,1,3000000,1636884.54,3000000,Con leyenda,2019-07-31,2019-12-31,2020-11-24
836,DFR001500002436,2019-01-30,41406,827,28,1,2915000,1636884.54,2915000,Con leyenda,2018-07-31,2019-12-31,NULL
837,DFR001500002437,2019-01-30,41406,664,28,1,4000000,1636884.54,4000000,Con leyenda,2018-12-31,2019-12-31,NULL
838,DFR001500002438,2019-01-30,41406,664,28,1,4000000,1636884.54,4000000,Con leyenda,2018-12-31,2019-12-31,NULL
839,DFR001500002439,2019-01-30,41406,664,28,1,5500000,1636884.54,5500000,Con leyenda,2018-12-31,2019-12-31,NULL
840,DFR001500002440,2019-01-30,41406,664,28,1,4500000,1636884.54,4500000,Con leyenda,2018-12-31,2019-12-31,NULL
841,DFR001500002441,2019-01-30,41406,664,28,1,4500000,1636884.54,4500000,Con leyenda,2018-12-31,2019-12-31,NULL
842,DFR001500002442,2019-01-30,41406,664,28,1,5500000,1636884.54,5500000,Con leyenda,2018-12-31,2019-12-31,NULL
843,DFR001500002443,2019-01-30,41406,664,28,1,7500000,1636884.53,7500000,Con leyenda,2018-12-31,2019-12-31,NULL
844,DFR001500002444,2019-01-30,41406,664,28,1,4500000,1636884.54,4500000,Con leyenda,2018-12-31,2019-12-31,NULL
845,DFR001500002445,2019-01-30,41406,664,28,1,6500000,1636884.54,6500000,Con leyenda,2018-12-31,2019-12-31,NULL
846,DFR001500002446,2019-01-30,41406,664,28,1,4500000,1636884.54,4500000,Con leyenda,2018-12-31,2019-12-31,NULL
847,DFR001500002447,2019-01-30,41406,664,28,1,7500000,1636884.53,7500000,Con leyenda,2018-12-31,2019-12-31,NULL
848,DFR001500002448,2019-01-30,41406,664,28,1,6000000,1636884.54,6000000,Con leyenda,2018-12-31,2019-12-31,NULL
849,DFR001500002449,2019-01-30,41406,664,28,1,6500000,1636884.54,6500000,Con leyenda,2018-12-31,2019-12-31,NULL
850,DFR001500002450,2019-01-30,41406,399,28,1,1666666.67,1636884.54,1666666.67,Con leyenda,2019-07-31,2019-12-31,2020-11-24
851,DFR001500002451,2019-01-30,41406,668,28,1,3000000,1636884.54,3000000,Con leyenda,2018-07-31,2019-07-31,2020-11-24
852,DFR001500002452,2019-01-30,41406,372,28,0,2000000,1636884.54,2000000,Con leyenda,NULL,NULL,2020-11-24
853,DFR001500002453,2019-01-30,41406,141,28,0,3333333.34,1636884.54,3333333.34,Con leyenda,NULL,NULL,2020-11-24
854,DFR001500002454,2019-01-30,41406,802,28,14,4015000,1636884.54,4015000,Con leyenda,2019-07-31,2019-07-31,NULL
855,DFR001500002455,2019-01-30,41406,294,28,2,3000000,1636884.54,3000000,Con leyenda,2018-12-31,2019-12-31,2020-11-24
856,DFR001500002456,2019-01-31,41406,220,96,0,1200000,1200000,1200000,Con leyenda,NULL,NULL,2020-01-23
857,DFR001500002458,2019-01-31,41406,217,103,0,1600000,1600000,1600000,Con leyenda,NULL,NULL,2020-11-13
858,DFR001500002459,2019-01-31,41406,388,97,0,2000000,1636884.54,2000000,Con leyenda,NULL,NULL,2020-01-23
859,DFR001500002460,2019-01-31,41406,821,92,0,1500000,1500000,1500000,Con leyenda,NULL,NULL,2019-12-19
860,DFR001500002461,2019-02-13,41410,741,7,1,2520000,1636884.54,2520000,Con leyenda,2020-02-29,2019-11-30,NULL
861,DFR001500002462,2019-02-15,41406,468,28,1,3000000,1636884.54,3000000,Con leyenda,2018-07-31,2019-11-30,NULL
862,DFR001500002465,2019-03-27,41406,920,28,1,3300000,1636884.54,3300000,Con leyenda,2019-07-31,2019-12-31,2020-11-24
863,DFR001500002466,2019-04-01,41406,803,26,1,3600000,1636884.54,3600000,Con leyenda,2019-12-31,2019-12-31,NULL
864,DFR001500002467,2019-04-03,41406,315,97,1,12000000,1693729.3,12000000,Con leyenda,2019-12-31,2020-04-30,2020-03-19
865,DFR001500002468,2019-04-23,41406,871,28,0,2000000,1636884.54,2000000,Con leyenda,NULL,NULL,2020-11-24
866,DFR001500002469,2019-05-07,41406,371,48,0,6000000,1693729.32,6000000,Con leyenda,NULL,NULL,2021-04-28
867,DFR001500002470,2019-05-13,41406,170,92,0,2111112,1693729.32,2111112,Con leyenda,NULL,NULL,2021-04-19
868,DFR001500002472,2019-05-22,41406,884,26,0,1800000,1693729.33,1800000,Con leyenda,NULL,NULL,2020-05-29
869,DFR001500002473,2019-05-24,41406,863,28,2,3300000,1693729.32,3300000,Con leyenda,2019-07-31,2019-11-30,NULL
870,DFR001500002474,2019-05-24,41406,901,26,1,4500000,1693729.33,4500000,Con leyenda,2019-07-31,2020-05-29,NULL
871,DFR001500002477,2019-05-28,41410,858,96,0,2222222.23,1693729.33,2222222.23,Con leyenda,NULL,NULL,2020-05-29
872,DFR001500002478,2019-05-30,41406,831,28,2,3500000,1693729.33,3500000,Con leyenda,2019-07-31,2019-11-30,NULL
873,DFR001500002479,2019-06-06,41410,692,96,0,2222222.23,1693729.33,2222222.23,Con leyenda,NULL,NULL,2020-05-12
874,DFR001500002481,2019-06-13,41406,861,28,0,1800000,1693729.33,1800000,Sin leyenda c/ Dict. Anual,NULL,NULL,2020-11-24
